ID_SOLICITUD,FECHA_DEMANDA,HORA_DEMANDA,TIPO_PROD, IMPORTE_SOL ,WEB,IP_SOLICITUD,DISPOSITIVO,NAVEGADOR,EMAIL,TASA_INTERES,DECISION,MOTIVO_RECHAZO,ID_CLIENTE
3000000005812941,01/04/2019,11:41:40,B 2150850001, 14.000  ,1,94.73.58.196,browser_computer,Safari,HOTMAIL.COM,8.24,ACEPTADO,,2900006348673
3000000005813679,01/04/2019,01:49:21,B 2150850001, 8.500  ,1,90.173.57.20,browser_mobile,Chrome,GMAIL.COM,10.36,ABANDONADO,PG,2900010933495
3000000005814909,01/04/2019,01:49:22,B 2150850001, 15.000  ,1,85.56.25.171,browser_mobile,Safari,GMAIL.COM,8.14,ABANDONADO,PG,2900001276048
3000000005819113,01/04/2019,01:49:25,B 2150850001, 12.000  ,1,80.27.95.238,browser_mobile,Safari,GMAIL.COM,8.78,ABANDONADO,PG,2900010935174
3000000006060612,01/05/2019,02:15:22,B 2150850001, 10.500  ,1,92.176.248.155,browser_computer,Chrome,GMAIL.COM,11.52,ABANDONADO,PG,2900010998532
3000000006059081,01/05/2019,02:15:22,B 2150850001, 7.000  ,1,85.56.25.171,browser_mobile,Safari,GMAIL.COM,12.63,ABANDONADO,PG,2900010998321
3000000006062139,01/05/2019,02:15:23,B 2150850001, 12.000  ,1,185.124.29.88,browser_mobile,Safari,GMAIL.COM,9.22,ABANDONADO,PG,2900010442301
3000000006058490,01/05/2019,14:12:55,B 2150850001, 4.000  ,1,90.173.57.20,browser_mobile,Chrome,GMAIL.COM,11.45,RECHAZADO,BU,2900010515364
3000000006061627,01/05/2019,14:35:28,B 2150850001, 15.000  ,1,88.11.87.214,browser_computer,Chrome,YAHOO.ES,11.41,ACEPTADO,,2900002905354
3000000006062177,01/05/2019,12:17:12,B 2150850001, 4.000  ,1,37.35.150.212,browser_mobile,Chrome,HOTMAIL.ES,18.39,ACEPTADO,,2900002197619
3000000006061959,01/05/2019,13:15:16,B 2150850001, 5.000  ,1,85.48.188.233,browser_mobile,Chrome,HOTMAIL.COM,12.52,RECHAZADO,BA,2900006485731
3000000006061800,01/05/2019,12:17:01,B 2150850001, 15.000  ,1,90.77.77.209,browser_computer,Chrome,GMAIL.COM,11.52,ABANDONADO,ZO,2900001100999
3000000005819691,01/04/2019,01:49:25,B 2150850001, 9.000  ,1,185.124.28.229,browser_mobile,Chrome,HOTMAIL.COM,16.01,ABANDONADO,PG,2900010935265
3000000005820565,01/04/2019,16:27:48,B 2150850001, 9.000  ,1,90.174.3.60,browser_mobile,Chrome,GMAIL.COM,15.89,ABANDONADO,ZC,2900006363468
3000000006057663,01/05/2019,00:35:04,B 2150850001, 10.000  ,0,95.63.62.95,,,ICLOUD.COM,9.38,ABANDONADO,WA,2900000623227
3000000006057879,01/05/2019,02:17:18,B 2150850001, 5.000  ,1,46.6.210.84,browser_mobile,Chrome,GMAIL.COM,11.45,ABANDONADO,WA,2900010461127
3000000006062167,01/05/2019,21:38:43,B 2150850001, 4.000  ,1,84.78.250.234,browser_mobile,Chrome,GMAIL.COM,11.56,ABANDONADO,WA,2900010981403
3000000006062212,01/05/2019,21:49:45,B 2150850001, 12.000  ,1,90.174.2.141,browser_mobile,Chrome,HOTMAIL.COM,6.01,ABANDONADO,WA,2900002336715
3000000006062458,01/05/2019,23:06:49,B 2150850001, 14.000  ,1,95.18.167.29,browser_computer,Chrome,HOTMAIL.COM,8.14,ABANDONADO,WA,2900006569237
3000000005558777,01/03/2019,13:40:46,B 2150850001, 9.500  ,1,81.39.46.214,browser_mobile,Chrome,GMAIL.COM,16.01,ACEPTADO,,2900003188863
3000000005556859,01/03/2019,09:15:50,B 2150850001, 12.000  ,1,185.157.152.186,browser_mobile,Safari,GMAIL.COM,11.51,RECHAZADO,BA,2900002528553
3000000005555589,01/03/2019,11:23:20,B 2150850001, 12.000  ,1,212.142.205.195,browser_mobile,Chrome,HOTMAIL.ES,9.32,ACEPTADO,,2900007037333
3000000005558699,01/03/2019,17:03:29,B 2150850001, 12.000  ,1,79.154.240.254,browser_mobile,Safari,LIVE.COM,9.22,RECHAZADO,RI,2900002603177
3000000005559528,01/03/2019,13:31:49,B 2150850001, 5.000  ,1,79.158.67.18,browser_computer,Chrome,GMAIL.COM,20.63,RECHAZADO,BA,2900006339206
3000000005555302,01/03/2019,01:09:26,B 2150850001, 15.000  ,1,94.73.49.149,browser_mobile,Chrome,YAHOO.COM,8.79,ABANDONADO,PG,2900010861819
3000000005559221,01/03/2019,17:10:44,B 2150850001, 4.000  ,1,47.60.39.150,browser_mobile,Chrome,GMAIL.COM,18.28,ABANDONADO,ZC,2900007513328
3000000005557510,01/03/2019,01:09:27,B 2150850001, 4.000  ,1,83.32.216.150,browser_mobile,Safari,GMAIL.COM,20.63,ABANDONADO,PG,2900000722618
3000000005560977,01/03/2019,00:46:39,B 2150850001, 6.000  ,0,144.178.135.193,,,HOTMAIL.COM,10.36,ABANDONADO,PG,2900003177960
3000000005558968,01/03/2019,11:43:58,B 2150850001, 15.000  ,1,89.130.214.95,browser_computer,Chrome,GMAIL.COM,11.41,RECHAZADO,BA,2900003376659
3000000005556058,01/03/2019,10:30:06,B 2150850001, 12.000  ,1,47.60.32.47,browser_mobile,Chrome,GMAIL.COM,11.41,ACEPTADO,,2900010427486
3000000005557246,01/03/2019,09:13:20,B 2150850001, 6.000  ,1,84.78.24.137,browser_mobile,Chrome,BAYONUBA.COM,10.25,RECHAZADO,BA,2900001216724
3000000005554319,01/03/2019,11:04:34,B 2150850001, 4.000  ,1,139.47.3.244,browser_mobile,Chrome,HOTMAIL.COM,20.75,RECHAZADO,BA,2900001329332
3000000005560260,01/03/2019,10:42:31,B 2150850001, 14.000  ,1,84.76.29.215,browser_mobile,Chrome,GMAIL.COM,11.4,ABANDONADO,ZC,2900003357385
3000000005561553,01/03/2019,01:09:30,B 2150850001, 6.500  ,1,5.154.48.223,browser_mobile,Chrome,HOTMAIL.COM,10.36,ABANDONADO,PG,2900010863060
3000000005559823,01/03/2019,01:09:29,B 2150850001, 4.000  ,1,62.83.114.202,browser_computer,Chrome,HOTMAIL.COM,11.57,ABANDONADO,PG,2900010863352
3000000005556011,01/03/2019,17:14:03,B 2150850001, 12.000  ,1,77.230.4.212,browser_mobile,Chrome,GMAIL.COM,11.4,RECHAZADO,BU,2900003343146
3000000005558581,01/03/2019,00:46:38,B 2150850001, 15.000  ,1,185.191.252.192,browser_computer,Safari,GMAIL.COM,8.68,ABANDONADO,PG,2900002083046
3000000005557545,01/03/2019,10:34:38,B 2150850001, 7.000  ,1,213.99.136.68,browser_mobile,Chrome,GMAIL.COM,10.36,RECHAZADO,PF,2900010862654
3000000005559739,01/03/2019,09:20:48,B 2150850001, 5.000  ,1,5.154.48.223,browser_mobile,Chrome,HOTMAIL.COM,18.28,RECHAZADO,BU,2900006522508
3000000005812070,01/04/2019,11:34:12,B 2150850001, 15.000  ,1,85.52.163.67,browser_mobile,Chrome,HOTMAIL.ES,8.78,ACEPTADO,,2900010933108
3000000005816994,01/04/2019,10:32:45,B 2150850001, 5.250  ,1,84.78.249.67,browser_mobile,Chrome,HOTMAIL.COM,11.55,ACEPTADO,,2900000936176
3000000005811544,01/04/2019,16:21:47,B 2150850001, 4.000  ,1,81.34.41.70,browser_computer,Chrome,HOTMAIL.COM,11.44,RECHAZADO,BA,2900003178455
3000000005819938,01/04/2019,01:49:26,B 2150850001, 10.000  ,1,5.154.48.223,browser_mobile,Chrome,HOTMAIL.COM,13.11,ABANDONADO,PG,2900001583021
3000000005812986,01/04/2019,16:18:48,B 2150850001, 4.000  ,0,85.52.103.207,,,GMAIL.COM,11.56,RECHAZADO,BA,2900007479317
3000000005810817,01/04/2019,01:49:19,B 2150850001, 15.000  ,1,82.158.215.221,browser_mobile,Chrome,GMAIL.COM,11.4,ABANDONADO,PG,2900010208011
3000000005820525,01/04/2019,09:21:32,B 2150850001, 6.000  ,1,178.237.230.250,browser_mobile,Other,GMAIL.COM,10.33,ACEPTADO,,2900002294431
3000000005811766,01/04/2019,12:45:38,B 2150850001, 12.000  ,1,85.155.76.230,browser_mobile,Chrome,HOTMAIL.COM,9.21,RECHAZADO,RI,2900003749212
3000000005811611,01/04/2019,11:52:35,B 2150850001, 4.000  ,1,90.71.201.42,browser_mobile,Safari,ICABA.COM,11.44,RECHAZADO,BU,2900007143274
3000000005818284,01/04/2019,13:30:35,B 2150850001, 4.000  ,1,213.143.51.27,browser_mobile,Chrome,GMAIL.COM,12.51,RECHAZADO,IG,2900007470113
3000000005815201,01/04/2019,13:38:10,B 2150850001, 7.250  ,1,83.61.28.21,browser_computer,Chrome,GMAIL.COM,9.32,RECHAZADO,FI,2900006642768
3000000005817329,01/04/2019,11:31:02,B 2150850001, 5.000  ,1,84.79.140.60,browser_mobile,Chrome,GMAIL.COM,11.45,ABANDONADO,ZC,2900006642421
3000000005819193,01/04/2019,01:49:25,B 2150850001, 12.000  ,1,185.183.106.116,browser_computer,Safari,ICLOUD.COM,6.01,ABANDONADO,PG,2900002136034
3000000005810484,01/04/2019,01:49:19,B 2150850001, 6.000  ,1,37.223.227.191,browser_computer,Safari,OUTLOOK.COM,17.16,ABANDONADO,PG,2900010932703
3000000005809873,01/04/2019,01:49:19,B 2150850001, 14.250  ,1,90.168.22.16,browser_computer,Chrome,GMAIL.COM,11.4,ABANDONADO,PG,2900001150111
3000000005813600,01/04/2019,16:29:24,B 2150850001, 7.000  ,1,93.176.131.156,browser_computer,Chrome,HOTMAIL.COM,17.05,RECHAZADO,FI,2900010490193
3000000006060053,01/05/2019,14:04:49,B 2150850001, 10.000  ,1,92.185.97.81,browser_computer,Chrome,HOTMAIL.COM,8.84,ABANDONADO,ZC,2900000747030
3000000006061676,01/05/2019,12:55:39,B 2150850001, 6.000  ,1,89.141.11.149,browser_mobile,Chrome,GMAIL.COM,17.06,ACEPTADO,,2900001618504
3000000006059538,01/05/2019,10:34:56,B 2150850001, 15.000  ,1,146.158.149.104,browser_computer,Chrome,GMAIL.COM,11.52,RECHAZADO,AN,2900001775518
3000000006059069,01/05/2019,02:15:22,B 2150850001, 15.000  ,1,92.176.232.13,browser_mobile,Chrome,HOTMAIL.COM,8.68,ABANDONADO,PG,2900010549265
3000000006057866,01/05/2019,10:17:41,B 2150850001, 4.000  ,1,46.222.41.71,browser_mobile,Chrome,HOTMAIL.ES,11.45,RECHAZADO,BA,2900003155479
3000000006058486,01/05/2019,02:15:22,B 2150850001, 7.000  ,1,178.156.43.32,browser_computer,Chrome,COMUNIDADESCOSTACALIDA.COM,17.06,ABANDONADO,PG,2900002687047
3000000006057772,01/05/2019,12:11:16,B 2150850001, 12.000  ,1,213.143.51.27,browser_mobile,Chrome,GMAIL.COM,6.11,ACEPTADO,,2900001619782
3000000006059666,01/05/2019,02:15:22,B 2150850001, 12.000  ,1,185.178.19.111,browser_mobile,Chrome,GMAIL.COM,6.12,ABANDONADO,PG,2900010549037
3000000006062400,01/05/2019,15:59:43,B 2150850001, 4.000  ,1,77.208.161.80,browser_mobile,Chrome,GMAIL.COM,20.75,ACEPTADO,,2900001751994
3000000006058630,01/05/2019,11:52:18,B 2150850001, 15.000  ,1,77.75.181.0,browser_mobile,Safari,ICLOUD.COM,9.22,RECHAZADO,SC,2900010218055
3000000006058599,01/05/2019,13:57:46,B 2150850001, 4.000  ,1,95.127.184.102,browser_mobile,Safari,HOTMAIL.COM,11.46,ABANDONADO,DO,2900010549810
3000000005812332,01/04/2019,02:13:19,B 2150850001, 15.000  ,1,85.136.66.222,browser_mobile,Chrome,GMAIL.COM,8.67,ABANDONADO,PG,2900001505245
3000000005816342,01/04/2019,02:13:20,B 2150850001, 6.000  ,1,213.143.51.27,browser_mobile,Chrome,GMAIL.COM,17.05,ABANDONADO,PG,2900002727511
3000000006058327,01/05/2019,09:02:46,B 2150850001, 12.750  ,0,139.47.120.171,,,GMAIL.COM,11.52,ABANDONADO,WA,2900010863359
3000000006058374,01/05/2019,09:13:53,B 2150850001, 10.750  ,1,213.143.51.27,browser_mobile,Chrome,GMAIL.COM,11.52,ABANDONADO,WA,2900010863359
3000000006059388,01/05/2019,11:42:09,B 2150850001, 12.000  ,1,80.174.119.117,browser_mobile,Opera,HOTMAIL.COM,11.41,ABANDONADO,WA,2900002998423
3000000006061079,01/05/2019,17:27:20,B 2150850001, 15.000  ,1,213.143.51.27,browser_mobile,Chrome,GMAIL.COM,11.52,ABANDONADO,WA,2900003116230
3000000005558307,01/03/2019,00:46:38,B 2150850001, 15.000  ,1,85.51.23.2,browser_mobile,Safari,HOTMAIL.COM,8.68,ABANDONADO,PG,2900010386742
3000000005560142,01/03/2019,00:46:38,B 2150850001, 10.000  ,1,88.15.106.201,browser_mobile,Safari,HOTMAIL.COM,9.33,ABANDONADO,PG,2900010863460
3000000005558893,01/03/2019,01:09:28,B 2150850001, 12.000  ,1,37.223.227.191,browser_computer,Safari,OUTLOOK.COM,6.01,ABANDONADO,PG,2900007513284
3000000005556832,01/03/2019,01:09:27,B 2150850001, 4.000  ,1,82.159.61.170,browser_mobile,Chrome,GMAIL.COM,11.45,ABANDONADO,PG,2900003301109
3000000005557543,01/03/2019,01:09:27,B 2150850001, 11.000  ,1,83.34.234.244,browser_mobile,Chrome,GMAIL.COM,9.38,ABANDONADO,PG,2900001691611
3000000005559109,01/03/2019,09:49:40,B 2150850001, 15.000  ,1,188.76.49.14,browser_mobile,Safari,ICLOUD.COM,8.68,ABANDONADO,ZO,2900010863161
3000000005555771,01/03/2019,10:16:12,B 2150850001, 12.000  ,1,95.127.242.64,browser_mobile,Other,GMAIL.COM,6.01,ABANDONADO,ZC,2900010538077
3000000005555105,01/03/2019,16:28:31,B 2150850001, 9.750  ,1,88.15.106.201,browser_computer,Edge,HOTMAIL.COM,10.36,RECHAZADO,PF,2900010605419
3000000005558959,01/03/2019,16:39:39,B 2150850001, 15.000  ,1,5.40.60.216,browser_mobile,Chrome,LIVE.COM,12.63,ACEPTADO,,2900002391753
3000000005556788,01/03/2019,12:18:17,B 2150850001, 15.000  ,1,46.222.100.181,browser_mobile,Safari,GMAIL.COM,6.01,ACEPTADO,,2900003220211
3000000005559416,01/03/2019,13:22:56,B 2150850001, 5.000  ,1,89.129.191.197,browser_mobile,Chrome,GMAIL.COM,11.45,ACEPTADO,,2900000820667
3000000005558316,01/03/2019,13:48:01,B 2150850001, 4.000  ,1,47.60.45.104,browser_mobile,Chrome,GMAIL.COM,20.62,RECHAZADO,BA,2900006788503
3000000005559424,01/03/2019,12:56:27,B 2150850001, 7.000  ,1,80.31.169.253,browser_mobile,Chrome,HOTMAIL.ES,17.04,ACEPTADO,,2900007384773
3000000005555722,01/03/2019,09:26:08,B 2150850001, 15.000  ,1,188.171.116.33,browser_mobile,Safari,GMAIL.COM,8.25,ACEPTADO,,2900010677465
3000000005555567,01/03/2019,01:09:26,B 2150850001, 15.000  ,1,77.27.54.201,browser_mobile,Safari,ICLOUD.COM,6.01,ABANDONADO,PG,2900002555412
3000000005555928,01/03/2019,11:38:14,B 2150850001, 8.000  ,1,82.158.76.236,browser_mobile,Chrome,HOTMAIL.COM,15.91,RECHAZADO,BA,2900002211956
3000000005560398,01/03/2019,14:27:39,B 2150850001, 12.000  ,1,188.26.210.131,browser_mobile,Chrome,HOTMAIL.COM,8.68,RECHAZADO,SN,2900003446342
3000000005561868,01/03/2019,13:27:15,B 2150850001, 10.500  ,1,37.29.229.168,browser_mobile,Chrome,GMAIL.COM,9.38,RECHAZADO,FN,2900010861620
3000000005561430,01/03/2019,01:09:30,B 2150850001, 6.500  ,1,85.87.109.127,browser_mobile,Chrome,YAHOO.ES,17.17,ABANDONADO,PG,2900002268890
3000000005557209,01/03/2019,19:19:43,B 2150850001, 8.000  ,1,85.58.147.169,browser_mobile,Safari,GMAIL.COM,10.25,RECHAZADO,BU,2900007421893
3000000005557325,01/03/2019,16:05:24,B 2150850001, 8.000  ,1,80.102.121.34,browser_computer,Chrome,GMAIL.COM,8.25,ABANDONADO,ZO,2900010862527
3000000005819608,01/04/2019,13:26:04,B 2150850001, 6.750  ,1,92.191.231.10,browser_mobile,Safari,HOTMAIL.COM,10.25,ACEPTADO,,2900006861543
3000000005811677,01/04/2019,09:42:45,B 2150850001, 5.250  ,1,31.4.183.89,browser_mobile,Chrome,HOTMAIL.COM,11.45,RECHAZADO,BA,2900003812085
3000000005812829,01/04/2019,01:49:20,B 2150850001, 15.000  ,1,84.122.57.86,browser_mobile,Chrome,GMAIL.COM,8.24,ABANDONADO,PG,2900010231373
3000000005812946,01/04/2019,11:24:37,B 2150850001, 8.000  ,1,62.83.238.192,browser_mobile,Other,HOTMAIL.COM,11.4,ACEPTADO,,2900002192587
3000000005814521,01/04/2019,01:49:22,B 2150850001, 4.000  ,1,81.36.140.74,browser_mobile,Chrome,YAHOO.ES,20.62,ABANDONADO,PG,2900007332231
3000000005816557,01/04/2019,12:03:27,B 2150850001, 15.000  ,1,31.4.131.51,browser_mobile,Safari,GMAIL.COM,9.21,RECHAZADO,IG,2900010880544
3000000005812693,01/04/2019,01:49:20,B 2150850001, 13.000  ,1,81.36.39.180,browser_mobile,Chrome,GMAIL.COM,6.11,ABANDONADO,PG,2900003035514
3000000005820741,01/04/2019,16:05:47,B 2150850001, 4.000  ,1,89.128.88.194,browser_computer,Chrome,TREVISANI.ES,11.45,RECHAZADO,AN,2900001850645
3000000005821557,01/04/2019,17:11:02,B 2150850001, 4.000  ,1,77.111.247.75,browser_computer,Opera,HOTMAIL.COM,11.45,ACEPTADO,,2900007079456
3000000005815393,01/04/2019,01:49:22,B 2150850001, 6.000  ,1,83.63.188.123,browser_computer,Chrome,GMAIL.COM,10.22,ABANDONADO,PG,2900006346387
3000000005815798,01/04/2019,15:34:03,B 2150850001, 4.000  ,1,94.73.53.138,browser_computer,Chrome,HOTMAIL.ES,18.26,RECHAZADO,BU,2900006807855
3000000005813368,01/04/2019,18:49:44,B 2150850001, 10.000  ,1,188.26.210.67,browser_mobile,Safari,YAHOO.COM,9.27,RECHAZADO,DD,2900010631101
3000000005814862,01/04/2019,14:05:15,B 2150850001, 5.500  ,1,31.4.213.202,browser_mobile,Safari,GMAIL.COM,11.55,ABANDONADO,ZC,2900001698922
3000000005814397,01/04/2019,17:06:25,B 2150850001, 5.000  ,1,79.156.8.204,browser_computer,Chrome,GMAIL.COM,11.56,RECHAZADO,BA,2900003251359
3000000005813013,01/04/2019,14:09:57,B 2150850001, 4.000  ,1,84.78.24.203,browser_mobile,Safari,GMAIL.COM,18.26,RECHAZADO,BA,2900002721230
3000000005811080,01/04/2019,14:15:20,B 2150850001, 9.000  ,1,79.156.8.204,browser_computer,Chrome,GMAIL.COM,10.36,RECHAZADO,SN,2900010932753
3000000005815281,01/04/2019,01:49:22,B 2150850001, 10.000  ,1,88.29.197.160,browser_mobile,Chrome,GMAIL.COM,11.51,ABANDONADO,PG,2900007462942
3000000005818067,01/04/2019,10:16:20,B 2150850001, 12.000  ,1,79.156.8.204,browser_computer,Chrome,GMAIL.COM,6.01,RECHAZADO,BU,2900002214867
3000000006060743,01/05/2019,13:47:39,B 2150850001, 4.000  ,1,185.153.116.3,browser_computer,Safari,HOTMAIL.COM,11.46,RECHAZADO,BA,2900002493215
3000000006059693,01/05/2019,13:31:08,B 2150850001, 9.000  ,1,79.156.8.204,browser_computer,Chrome,GMAIL.COM,15.91,RECHAZADO,BA,2900003214656
3000000005558758,01/03/2019,01:12:32,B 2150850001,  ,1,89.128.88.194,browser_computer,Chrome,TREVISANI.ES,0,ABANDONADO,PG,2900003167406
3000000005813511,01/04/2019,12:03:42,B 2150850001, 6.000  ,1,88.148.92.248,browser_mobile,Chrome,HOTMAIL.COM,12.62,ABANDONADO,ZO,2900010933388
3000000006057684,01/05/2019,00:43:18,B 2150850001, 12.000  ,1,85.49.21.60,browser_mobile,Chrome,GMAIL.COM,6.01,ABANDONADO,WA,2900002715095
3000000006059329,01/05/2019,11:32:47,B 2150850001, 5.500  ,1,85.54.198.82,browser_computer,Chrome,GMAIL.COM,11.56,ABANDONADO,WA,2900003857976
3000000006060774,01/05/2019,16:15:07,B 2150850001, 15.000  ,1,85.49.21.60,browser_mobile,Chrome,GMAIL.COM,11.41,ABANDONADO,WA,2900000715189
3000000006060957,01/05/2019,16:53:07,B 2150850001, 8.000  ,1,212.170.78.184,browser_mobile,Chrome,GMAIL.COM,10.25,ABANDONADO,WA,2900010683025
3000000006061313,01/05/2019,18:17:14,B 2150850001, 10.000  ,1,80.173.172.240,browser_mobile,Chrome,HOTMAIL.ES,11.41,ABANDONADO,WA,2900010250811
3000000006061557,01/05/2019,19:19:17,B 2150850001, 7.750  ,1,154.48.170.23,browser_computer,Chrome,GMAIL.COM,10.37,ABANDONADO,WA,2900000779468
3000000005560521,01/03/2019,12:41:40,B 2150850001, 4.000  ,1,194.8.143.168,browser_mobile,Chrome,GMAIL.COM,11.56,RECHAZADO,NT,2900002897049
3000000005555715,01/03/2019,15:40:29,B 2150850001, 4.000  ,1,91.242.154.63,browser_mobile,Chrome,HOTMAIL.COM,18.28,RECHAZADO,FN,2900010226389
3000000005556313,01/03/2019,01:09:26,B 2150850001, 7.000  ,1,47.60.43.135,browser_mobile,Chrome,GMAIL.ES,10.36,ABANDONADO,PG,2900003364772
3000000005557418,01/03/2019,09:51:21,B 2150850001, 6.000  ,1,82.158.76.236,browser_mobile,Chrome,HOTMAIL.COM,17.05,ACEPTADO,,2900001187443
3000000005560485,01/03/2019,12:44:52,B 2150850001, 15.000  ,1,188.84.14.131,browser_mobile,Chrome,YAHOO.ES,8.78,RECHAZADO,SC,2900010863602
3000000005560221,01/03/2019,18:04:06,B 2150850001, 4.000  ,1,83.47.229.40,browser_mobile,Chrome,GMAIL.COM,11.45,RECHAZADO,RI,2900002198421
3000000005558769,01/03/2019,01:09:28,B 2150850001, 6.750  ,1,77.228.200.229,browser_mobile,Chrome,HOTMAIL.COM,17.17,ABANDONADO,PG,2900010863060
3000000005558798,01/03/2019,14:37:03,B 2150850001, 4.000  ,1,217.113.251.249,browser_mobile,Safari,HOTMAIL.COM,12.52,RECHAZADO,PF,2900002083821
3000000005560230,01/03/2019,00:46:39,B 2150850001, 15.000  ,1,88.15.201.20,browser_computer,Chrome,GMAIL.COM,11.52,ABANDONADO,PG,2900010833886
3000000005558361,01/03/2019,01:09:28,B 2150850001, 7.500  ,1,79.154.209.8,browser_computer,Chrome,HOTMAIL.COM,10.36,ABANDONADO,PG,2900010862923
3000000005554243,01/03/2019,10:03:40,B 2150850001, 7.750  ,1,37.15.210.109,browser_computer,Edge,HOTMAIL.COM,10.36,ABANDONADO,ZO,2900000712040
3000000005557449,01/03/2019,00:46:38,B 2150850001, 15.000  ,1,88.3.106.214,browser_mobile,Chrome,GMAIL.COM,8.68,ABANDONADO,PG,2900001154055
3000000005557790,01/03/2019,00:46:38,B 2150850001, 10.000  ,1,92.186.3.179,browser_mobile,Chrome,HOTMAIL.COM,8.73,ABANDONADO,PG,2900001213312
3000000005815457,01/04/2019,01:49:22,B 2150850001, 5.000  ,1,85.87.109.157,browser_mobile,Chrome,GMAIL.COM,20.62,ABANDONADO,PG,2900007330172
3000000005818393,01/04/2019,12:16:02,B 2150850001, 4.000  ,1,85.60.212.173,browser_mobile,Chrome,YAHOO.COM,11.44,ACEPTADO,,2900002699080
3000000005814875,01/04/2019,13:24:06,B 2150850001, 4.000  ,1,2.154.179.104,browser_mobile,Chrome,GMAIL.COM,11.55,ABANDONADO,DO,2900010859241
3000000005819748,01/04/2019,16:51:43,B 2150850001, 10.000  ,1,37.223.227.191,browser_computer,Safari,OUTLOOK.COM,11.4,RECHAZADO,FN,2900006764862
3000000005813987,01/04/2019,17:09:45,B 2150850001, 4.000  ,1,85.58.147.169,browser_mobile,Safari,GMAIL.COM,11.44,RECHAZADO,FN,2900001721957
3000000005819586,01/04/2019,18:24:52,B 2150850001, 13.500  ,1,81.0.31.123,browser_computer,Chrome,CRISCANCER.ORG,6.11,ACEPTADO,,2900010935297
3000000005821823,01/04/2019,13:28:24,B 2150850001, 6.000  ,1,87.125.76.18,browser_computer,Chrome,MSN.COM,17.15,ACEPTADO,,2900010935887
3000000005820106,01/04/2019,01:49:26,B 2150850001, 15.000  ,1,37.35.150.212,browser_mobile,Chrome,HOTMAIL.ES,8.78,ABANDONADO,PG,2900002114440
3000000005814938,01/04/2019,01:49:22,B 2150850001, 4.500  ,1,85.49.242.175,browser_computer,Safari,GMAIL.COM,11.45,ABANDONADO,PG,2900007207166
3000000005817412,01/04/2019,01:49:24,B 2150850001, 15.000  ,1,37.11.106.152,browser_mobile,Safari,ICLOUD.COM,8.14,ABANDONADO,PG,2900007070009
3000000005821030,01/04/2019,18:36:47,B 2150850001, 4.000  ,1,37.223.227.191,browser_computer,Safari,OUTLOOK.COM,18.38,ABANDONADO,ZC,2900003806049
3000000005813143,01/04/2019,13:27:04,B 2150850001, 8.000  ,1,31.4.222.242,browser_mobile,Chrome,GMAIL.COM,11.51,ACEPTADO,,2900010506526
3000000005819223,01/04/2019,01:49:25,B 2150850001, 10.000  ,1,83.45.89.198,browser_mobile,Safari,GMAIL.COM,8.84,ABANDONADO,PG,2900010564837
3000000005818434,01/04/2019,01:49:24,B 2150850001, 12.000  ,1,31.177.97.9,browser_mobile,Chrome,GMAIL.COM,6.01,ABANDONADO,PG,2900001184312
3000000005814280,01/04/2019,14:17:11,B 2150850001, 12.000  ,1,88.20.21.147,browser_computer,Chrome,HOTMAIL.COM,6.11,RECHAZADO,BA,2900002917979
3000000005815985,01/04/2019,14:17:39,B 2150850001, 15.000  ,1,83.213.189.64,browser_computer,Firefox,GMAIL.COM,8.24,RECHAZADO,PF,2900010933547
3000000005818631,01/04/2019,12:47:54,B 2150850001, 4.000  ,1,213.96.13.225,browser_mobile,Chrome,GMAIL.COM,20.62,RECHAZADO,BA,2900001508745
3000000005815740,01/04/2019,12:53:43,B 2150850001, 9.000  ,1,85.60.212.173,browser_mobile,Chrome,YAHOO.COM,15.91,ABANDONADO,ZC,2900003377315
3000000005820343,01/04/2019,14:43:52,B 2150850001, 4.000  ,1,80.31.20.124,browser_computer,Chrome,HOTMAIL.COM,18.25,RECHAZADO,FN,2900000895257
3000000005813259,01/04/2019,16:40:33,B 2150850001, 4.000  ,1,193.238.121.146,browser_mobile,Chrome,YAHOO.ES,12.51,RECHAZADO,BU,2900002075669
3000000005820309,01/04/2019,01:49:26,B 2150850001, 12.000  ,1,148.3.65.42,browser_computer,Chrome,GMAIL.COM,8.78,ABANDONADO,PG,2900010935671
3000000005819351,01/04/2019,10:54:52,B 2150850001, 15.000  ,1,84.78.244.89,browser_mobile,Safari,GMAIL.COM,11.51,RECHAZADO,BA,2900010935161
3000000005820968,01/04/2019,09:11:41,B 2150850001, 4.000  ,1,87.222.84.9,browser_mobile,Chrome,HOTMAIL.COM,20.62,ABANDONADO,ZC,2900006841460
3000000005813896,01/04/2019,09:34:08,B 2150850001, 6.000  ,1,77.208.174.82,browser_mobile,Safari,GMAIL.COM,10.36,RECHAZADO,IG,2900006810802
3000000005809904,01/04/2019,11:14:53,B 2150850001, 7.750  ,1,79.159.34.192,browser_computer,Chrome,GMAIL.COM,12.51,RECHAZADO,AN,2900010727446
3000000005813027,01/04/2019,01:49:20,B 2150850001, 4.000  ,1,88.15.119.31,browser_computer,Chrome,GMAIL.COM,20.62,ABANDONADO,PG,2900006764945
3000000005812076,01/04/2019,09:45:46,B 2150850001, 4.000  ,1,84.122.116.4,browser_mobile,Chrome,GMAIL.COM,12.47,ACEPTADO,,2900002361419
